Timestamp,q1,q2,q3,q4,q5,q6
2088,0.099,0.099,0.099,1.90241,1.90241,1.90241
2097,0.099,0.099,0.099,1.91986,1.91986,1.91986
2110,0.099,0.099,0.099,1.93732,1.93732,1.93732
2117,0.099,0.099,0.099,1.95477,1.95477,1.95477
2133,0.099,0.099,0.099,1.97222,1.97222,1.97222
2143,0.099,0.099,0.099,1.98968,1.98968,1.98968
2150,0.099,0.099,0.099,2.00713,2.00713,2.00713
2160,0.099,0.099,0.099,2.02458,2.02458,2.02458
2172,0.099,0.099,0.099,2.04204,2.04204,2.04204
2179,0.099,0.099,0.099,2.05949,2.05949,2.05949
2189,0.099,0.099,0.099,2.07694,2.07694,2.07694
2197,0.099,0.099,0.099,2.0944,2.0944,2.0944
2211,0.099,0.099,0.099,2.11185,2.11185,2.11185
2218,0.099,0.099,0.099,2.1293,2.1293,2.1293
2227,0.099,0.099,0.099,2.14675,2.14675,2.14675
2240,0.099,0.099,0.099,2.16421,2.16421,2.16421
2253,0.099,0.099,0.099,2.18166,2.18166,2.18166
2262,0.099,0.099,0.099,2.19911,2.19911,2.19911
2271,0.099,0.099,0.099,2.21657,2.21657,2.21657
2283,0.099,0.099,0.099,2.23402,2.23402,2.23402
2289,0.099,0.099,0.099,2.25147,2.25147,2.25147
2302,0.099,0.099,0.099,2.26893,2.26893,2.26893
2307,0.099,0.099,0.099,2.28638,2.28638,2.28638
2322,0.099,0.099,0.099,2.30383,2.30383,2.30383
2332,0.099,0.099,0.099,2.32129,2.32129,2.32129
2340,0.099,0.099,0.099,2.33874,2.33874,2.33874
2352,0.099,0.099,0.099,2.35619,2.35619,2.35619
2363,0.099,0.099,0.099,2.37365,2.37365,2.37365
2367,0.099,0.099,0.099,2.3911,2.3911,2.3911
2379,0.099,0.099,0.099,2.40855,2.40855,2.40855
2391,0.099,0.099,0.099,2.42601,2.42601,2.42601
2399,0.099,0.099,0.099,2.44346,2.44346,2.44346
2412,0.099,0.099,0.099,2.46091,2.46091,2.46091
2418,0.099,0.099,0.099,2.47837,2.47837,2.47837
2432,0.099,0.099,0.099,2.49582,2.49582,2.49582
2442,0.099,0.099,0.099,2.51327,2.51327,2.51327
2450,0.099,0.099,0.099,2.53073,2.53073,2.53073
2458,0.099,0.099,0.099,2.54818,2.54818,2.54818
2472,0.099,0.099,0.099,2.56563,2.56563,2.56563
2480,0.099,0.099,0.099,2.58309,2.58309,2.58309
2491,0.099,0.099,0.099,2.60054,2.60054,2.60054
2497,0.099,0.099,0.099,2.61799,2.61799,2.61799
2510,0.099,0.099,0.099,2.63545,2.63545,2.63545
2522,0.099,0.099,0.099,2.6529,2.6529,2.6529
2531,0.099,0.099,0.099,2.67035,2.67035,2.67035
2543,0.099,0.099,0.099,2.68781,2.68781,2.68781
2549,0.099,0.099,0.099,2.70526,2.70526,2.70526
2560,0.099,0.099,0.099,2.72271,2.72271,2.72271
2568,0.099,0.099,0.099,2.74017,2.74017,2.74017
2577,0.099,0.099,0.099,2.75762,2.75762,2.75762
2592,0.099,0.099,0.099,2.77507,2.77507,2.77507
2600,0.099,0.099,0.099,2.79253,2.79253,2.79253
2609,0.099,0.099,0.099,2.80998,2.80998,2.80998
2622,0.099,0.099,0.099,2.82743,2.82743,2.82743
2631,0.099,0.099,0.099,2.84489,2.84489,2.84489
2640,0.099,0.099,0.099,2.86234,2.86234,2.86234
2651,0.099,0.099,0.099,2.87979,2.87979,2.87979
2660,0.099,0.099,0.099,2.89725,2.89725,2.89725
2670,0.099,0.099,0.099,2.9147,2.9147,2.9147
2682,0.099,0.099,0.099,2.93215,2.93215,2.93215
2689,0.099,0.099,0.099,2.94961,2.94961,2.94961
2700,0.099,0.099,0.099,2.96706,2.96706,2.96706
2710,0.099,0.099,0.099,2.98451,2.98451,2.98451
2718,0.099,0.099,0.099,3.00197,3.00197,3.00197
2731,0.099,0.099,0.099,3.01942,3.01942,3.01942
2738,0.099,0.099,0.099,3.03687,3.03687,3.03687
2749,0.099,0.099,0.099,3.05433,3.05433,3.05433
2759,0.099,0.099,0.099,3.07178,3.07178,3.07178
2773,0.099,0.099,0.099,3.08923,3.08923,3.08923
2778,0.099,0.099,0.099,3.10669,3.10669,3.10669
2788,0.099,0.099,0.099,3.12414,3.12414,3.12414
2800,0.099,0.099,0.099,3.14159,3.14159,3.14159
2811,0.099,0.099,0.099,3.15905,3.15905,3.15905
2821,0.099,0.099,0.099,3.1765,3.1765,3.1765
2831,0.099,0.099,0.099,3.19395,3.19395,3.19395
2838,0.099,0.099,0.099,3.21141,3.21141,3.21141
2847,0.099,0.099,0.099,3.22886,3.22886,3.22886
2863,0.099,0.099,0.099,3.24631,3.24631,3.24631
2872,0.099,0.099,0.099,3.26377,3.26377,3.26377
2878,0.099,0.099,0.099,3.28122,3.28122,3.28122
2890,0.099,0.099,0.099,3.29867,3.29867,3.29867
2903,0.099,0.099,0.099,3.31613,3.31613,3.31613
2908,0.099,0.099,0.099,3.33358,3.33358,3.33358
2918,0.099,0.099,0.099,3.35103,3.35103,3.35103
2932,0.099,0.099,0.099,3.36849,3.36849,3.36849
2943,0.099,0.099,0.099,3.38594,3.38594,3.38594
2951,0.099,0.099,0.099,3.40339,3.40339,3.40339
2960,0.099,0.099,0.099,3.42085,3.42085,3.42085
2972,0.099,0.099,0.099,3.4383,3.4383,3.4383
2980,0.099,0.099,0.099,3.45575,3.45575,3.45575
2992,0.099,0.099,0.099,3.47321,3.47321,3.47321
2997,0.099,0.099,0.099,3.49066,3.49066,3.49066
3007,0.099,0.099,0.099,3.50811,3.50811,3.50811
3018,0.099,0.099,0.099,3.52557,3.52557,3.52557
3029,0.099,0.099,0.099,3.54302,3.54302,3.54302
3038,0.099,0.099,0.099,3.56047,3.56047,3.56047
3052,0.099,0.099,0.099,3.57792,3.57792,3.57792
3057,0.099,0.099,0.099,3.59538,3.59538,3.59538
3073,0.099,0.099,0.099,3.61283,3.61283,3.61283
3081,0.099,0.099,0.099,3.63028,3.63028,3.63028
3088,0.099,0.099,0.099,3.64774,3.64774,3.64774
3097,0.099,0.099,0.099,3.66519,3.66519,3.66519
3111,0.099,0.099,0.099,3.68264,3.68264,3.68264
3122,0.099,0.099,0.099,3.7001,3.7001,3.7001
3128,0.099,0.099,0.099,3.71755,3.71755,3.71755
3141,0.099,0.099,0.099,3.735,3.735,3.735
3147,0.099,0.099,0.099,3.75246,3.75246,3.75246
3158,0.099,0.099,0.099,3.76991,3.76991,3.76991
3167,0.099,0.099,0.099,3.78736,3.78736,3.78736
3179,0.099,0.099,0.099,3.80482,3.80482,3.80482
3192,0.099,0.099,0.099,3.82227,3.82227,3.82227
3200,0.099,0.099,0.099,3.83972,3.83972,3.83972
3209,0.099,0.099,0.099,3.85718,3.85718,3.85718
3220,0.099,0.099,0.099,3.87463,3.87463,3.87463
3228,0.099,0.099,0.099,3.89208,3.89208,3.89208
3240,0.099,0.099,0.099,3.90954,3.90954,3.90954
3251,0.099,0.099,0.099,3.92699,3.92699,3.92699
3258,0.099,0.099,0.099,3.94444,3.94444,3.94444
3270,0.099,0.099,0.099,3.9619,3.9619,3.9619
3280,0.099,0.099,0.099,3.97935,3.97935,3.97935
3292,0.099,0.099,0.099,3.9968,3.9968,3.9968
3298,0.099,0.099,0.099,4.01426,4.01426,4.01426
3311,0.099,0.099,0.099,4.03171,4.03171,4.03171
3318,0.099,0.099,0.099,4.04916,4.04916,4.04916
3332,0.099,0.099,0.099,4.06662,4.06662,4.06662
3339,0.099,0.099,0.099,4.08407,4.08407,4.08407
3352,0.099,0.099,0.099,4.10152,4.10152,4.10152
3357,0.099,0.099,0.099,4.11898,4.11898,4.11898
3369,0.099,0.099,0.099,4.13643,4.13643,4.13643
3382,0.099,0.099,0.099,4.15388,4.15388,4.15388
3388,0.099,0.099,0.099,4.17134,4.17134,4.17134
3396,0.099,0.099,0.099,4.18879,4.18879,4.18879
3409,0.099,0.099,0.099,4.20624,4.20624,4.20624
3419,0.099,0.099,0.099,4.2237,4.2237,4.2237
3432,0.099,0.099,0.099,4.24115,4.24115,4.24115
3440,0.099,0.099,0.099,4.2586,4.2586,4.2586
3447,0.099,0.099,0.099,4.27606,4.27606,4.27606
3459,0.099,0.099,0.099,4.29351,4.29351,4.29351
3467,0.099,0.099,0.099,4.31096,4.31096,4.31096
3478,0.099,0.099,0.099,4.32842,4.32842,4.32842
3491,0.099,0.099,0.099,4.34587,4.34587,4.34587
3503,0.099,0.099,0.099,4.36332,4.36332,4.36332
3507,0.099,0.099,0.099,4.38078,4.38078,4.38078
3519,0.099,0.099,0.099,4.39823,4.39823,4.39823
3529,0.099,0.099,0.099,4.41568,4.41568,4.41568
3539,0.099,0.099,0.099,4.43314,4.43314,4.43314
3548,0.099,0.099,0.099,4.45059,4.45059,4.45059
3556,0.099,0.099,0.099,4.46804,4.46804,4.46804
3570,0.099,0.099,0.099,4.4855,4.4855,4.4855
3581,0.099,0.099,0.099,4.50295,4.50295,4.50295
3593,0.099,0.099,0.099,4.5204,4.5204,4.5204
3601,0.099,0.099,0.099,4.53786,4.53786,4.53786
3609,0.099,0.099,0.099,4.55531,4.55531,4.55531
3620,0.099,0.099,0.099,4.57276,4.57276,4.57276
3629,0.099,0.099,0.099,4.59022,4.59022,4.59022
3640,0.099,0.099,0.099,4.60767,4.60767,4.60767
3649,0.099,0.099,0.099,4.62512,4.62512,4.62512
3658,0.099,0.099,0.099,4.64258,4.64258,4.64258
3671,0.099,0.099,0.099,4.66003,4.66003,4.66003
3681,0.099,0.099,0.099,4.67748,4.67748,4.67748
3690,0.099,0.099,0.099,4.69494,4.69494,4.69494
3703,0.099,0.099,0.099,4.71239,4.71239,4.71239
3707,0.099,0.099,0.099,4.72984,4.72984,4.72984
3721,0.099,0.099,0.099,4.7473,4.7473,4.7473
3730,0.099,0.099,0.099,4.76475,4.76475,4.76475
3743,0.099,0.099,0.099,4.7822,4.7822,4.7822
3748,0.099,0.099,0.099,4.79966,4.79966,4.79966
3761,0.099,0.099,0.099,4.81711,4.81711,4.81711
3771,0.099,0.099,0.099,4.83456,4.83456,4.83456
3778,0.099,0.099,0.099,4.85202,4.85202,4.85202
3792,0.099,0.099,0.099,4.86947,4.86947,4.86947
3801,0.099,0.099,0.099,4.88692,4.88692,4.88692
3810,0.099,0.099,0.099,4.90438,4.90438,4.90438
3823,0.099,0.099,0.099,4.92183,4.92183,4.92183
3827,0.099,0.099,0.099,4.93928,4.93928,4.93928
3839,0.099,0.099,0.099,4.95674,4.95674,4.95674
3850,0.099,0.099,0.099,4.97419,4.97419,4.97419
3859,0.099,0.099,0.099,4.99164,4.99164,4.99164
3871,0.099,0.099,0.099,5.00909,5.00909,5.00909
3880,0.099,0.099,0.099,5.02655,5.02655,5.02655
3890,0.099,0.099,0.099,5.044,5.044,5.044
3900,0.099,0.099,0.099,5.06145,5.06145,5.06145
3908,0.099,0.099,0.099,5.07891,5.07891,5.07891
3922,0.099,0.099,0.099,5.09636,5.09636,5.09636
3930,0.099,0.099,0.099,5.11381,5.11381,5.11381
3937,0.099,0.099,0.099,5.13127,5.13127,5.13127
3952,0.099,0.099,0.099,5.14872,5.14872,5.14872
3962,0.099,0.099,0.099,5.16617,5.16617,5.16617
3969,0.099,0.099,0.099,5.18363,5.18363,5.18363
3980,0.099,0.099,0.099,5.20108,5.20108,5.20108
3992,0.099,0.099,0.099,5.21853,5.21853,5.21853
3997,0.099,0.099,0.099,5.23599,5.23599,5.23599
4012,0.099,0.099,0.099,5.25344,5.25344,5.25344
4023,0.099,0.099,0.099,5.27089,5.27089,5.27089
4032,0.099,0.099,0.099,5.28835,5.28835,5.28835
4040,0.099,0.099,0.099,5.3058,5.3058,5.3058
4048,0.099,0.099,0.099,5.32325,5.32325,5.32325
4060,0.099,0.099,0.099,5.34071,5.34071,5.34071
4067,0.099,0.099,0.099,5.35816,5.35816,5.35816
4083,0.099,0.099,0.099,5.37561,5.37561,5.37561
4087,0.099,0.099,0.099,5.39307,5.39307,5.39307
4099,0.099,0.099,0.099,5.41052,5.41052,5.41052
4111,0.099,0.099,0.099,5.42797,5.42797,5.42797
4121,0.099,0.099,0.099,5.44543,5.44543,5.44543
4130,0.099,0.099,0.099,5.46288,5.46288,5.46288
4137,0.099,0.099,0.099,5.48033,5.48033,5.48033
4153,0.099,0.099,0.099,5.49779,5.49779,5.49779
4160,0.099,0.099,0.099,5.51524,5.51524,5.51524
4172,0.099,0.099,0.099,5.53269,5.53269,5.53269
4180,0.099,0.099,0.099,5.55015,5.55015,5.55015
4187,0.099,0.099,0.099,5.5676,5.5676,5.5676
4198,0.099,0.099,0.099,5.58505,5.58505,5.58505
4210,0.099,0.099,0.099,5.60251,5.60251,5.60251
4219,0.099,0.099,0.099,5.61996,5.61996,5.61996
4230,0.099,0.099,0.099,5.63741,5.63741,5.63741
4237,0.099,0.099,0.099,5.65487,5.65487,5.65487
4249,0.099,0.099,0.099,5.67232,5.67232,5.67232
4259,0.099,0.099,0.099,5.68977,5.68977,5.68977
4273,0.099,0.099,0.099,5.70723,5.70723,5.70723
4277,0.099,0.099,0.099,5.72468,5.72468,5.72468
4288,0.099,0.099,0.099,5.74213,5.74213,5.74213
4298,0.099,0.099,0.099,5.75959,5.75959,5.75959
4308,0.099,0.099,0.099,5.77704,5.77704,5.77704
4317,0.099,0.099,0.099,5.79449,5.79449,5.79449
4327,0.099,0.099,0.099,5.81195,5.81195,5.81195
4340,0.099,0.099,0.099,5.8294,5.8294,5.8294
4353,0.099,0.099,0.099,5.84685,5.84685,5.84685
4361,0.099,0.099,0.099,5.86431,5.86431,5.86431
4372,0.099,0.099,0.099,5.88176,5.88176,5.88176
4380,0.099,0.099,0.099,5.89921,5.89921,5.89921
4390,0.099,0.099,0.099,5.91667,5.91667,5.91667
4403,0.099,0.099,0.099,5.93412,5.93412,5.93412
4412,0.099,0.099,0.099,5.95157,5.95157,5.95157
4421,0.099,0.099,0.099,5.96903,5.96903,5.96903
4427,0.099,0.099,0.099,5.98648,5.98648,5.98648
4442,0.099,0.099,0.099,6.00393,6.00393,6.00393
4452,0.099,0.099,0.099,6.02139,6.02139,6.02139
4459,0.099,0.099,0.099,6.03884,6.03884,6.03884
4469,0.099,0.099,0.099,6.05629,6.05629,6.05629
4481,0.099,0.099,0.099,6.07375,6.07375,6.07375
4489,0.099,0.099,0.099,6.0912,6.0912,6.0912
4500,0.099,0.099,0.099,6.10865,6.10865,6.10865
4509,0.099,0.099,0.099,6.12611,6.12611,6.12611
4523,0.099,0.099,0.099,6.14356,6.14356,6.14356
4528,0.099,0.099,0.099,6.16101,6.16101,6.16101
4541,0.099,0.099,0.099,6.17847,6.17847,6.17847
4547,0.099,0.099,0.099,6.19592,6.19592,6.19592
4563,0.099,0.099,0.099,6.21337,6.21337,6.21337
4567,0.099,0.099,0.099,6.23083,6.23083,6.23083
4579,0.099,0.099,0.099,6.24828,6.24828,6.24828
4587,0.099,0.099,0.099,6.26573,6.26573,6.26573
4598,0.099,0.099,0.099,6.28319,6.28319,6.28319
